date,instrument,primary_signal,open,high,low,close,volume,open_interest,log_return,momentum_5d,momentum_10d,momentum_20d,momentum_60d,mean_return_5d,mean_return_20d,mean_return_60d,ret_20d_zscore,realized_vol_5d,realized_vol_20d,realized_vol_60d,ewma_vol_10d,ewma_vol_20d,vol_ratio_20_60,garman_klass_vol,yang_zhang_vol,skew_20d,skew_60d,kurt_20d,downside_vol_20d,price_range_position_60d,range_position_5d_chg,return_vol_correl_60d,vol_parkinson_20d,vol_rogers_satchell_20d,log_volume_change,volume_mean_5d,volume_std_5d,volume_mean_20d,volume_std_20d,volume_zscore_20d,log_oi_change,oi_momentum_5d,oi_momentum_20d,amihud_20d,roll_spread_20d,dollar_volume_log,kyle_lambda_20d,hl_spread,oc_spread,close_position,rsi_14d,price_zscore_20d,price_zscore_60d,macd,macd_signal,macd_hist,atx_14,distance_from_200d_ma,willr_14,stoch_k,stoch_d,obv,mfi_14,atr_14,bb_width,bb_position,vol_oi_ratio,autocorr_return_20d,autocorr_return_60d,abs_log_return,autocorr_abs_return_20d,autocorr_abs_return_60d,positive_return,positive_return_ratio_10d,positive_return_ratio_20d,hurst_90d,dfa_alpha_90d,dominant_cycle_period,spectral_entropy,approx_entropy_20d,close_fracdiff,shannon_entropy_hist_20d,shannon_entropy_hist_60d,lz_complexity_20d,lz_complexity_60d,momentum_rank_20d,momentum_rank_60d,relative_vol_20d,relative_vol_60d,sector_momentum_dispersion_20d,sector_momentum_dispersion_60d,sector_vol_dispersion_20d,relative_momentum_20d,day_of_year_sin,day_of_year_cos,heating_season,driving_season_progress,hurricane_season_indicator,quarter_progress,crack_321,crack_321_zscore_252d,crack_321_change_5d,oil_gas_ratio,oil_gas_ratio_zscore_252d,equity_avg_ret_5d,risk_on_score,copper_gold_ratio,copper_gold_ratio_zscore_252d,copper_gold_ratio_chg_20d,gold_silver_ratio,asset_copper_corr_60d,asset_gold_corr_60d,copper_mom_20d,copper_lead_5d,cross_asset_momentum_concordance,copper_zscore_20d,copper_trend_t_value,dxy_ret_5d,dxy_ret_20d,dxy_corr_60d,vix_level,vix_change_5d,us10y_change_5d,corr_basket_60d,beta_basket_60d,hmm_regime,hmm_prob_state_0,hmm_prob_state_1,hmm_prob_state_2,hmm_prob_sum,hg_ret_daily,equity_ret_daily,signal_changed,signal_persistence,meta_label,tb_event_type,tb_exit_date,tb_exit_price,tb_trade_return
2020-01-07,cl1s,-1,25.49672892,25.59399827,25.17249775,25.41161824,1437613.77005742,877280.23419152,-0.00904983547028468,0.016401718524289413,0.03671031040791761,0.05893928144530272,0.15562402227328126,0.0032803437048578563,0.002946964072265125,0.002593733704554686,0.552046203789991,0.016222085621430318,0.009756523529110304,0.015837388117386064,0.013019724174144605,0.013163101307423581,0.6160437224115085,0.01278048138634317,0.01323225690288942,0.8870180556647088,-0.3169970515196011,1.9966912891159645,0.004439715419977065,0.8346800353184748,-0.10449537640073436,0.18244867049168512,0.011968258569583286,0.01308483045208486,-0.21753235939933077,1566365.856178538,418921.5560905587,1188745.3021786124,402844.1150529708,0.6177785862555876,-0.035782768656775925,-0.14564163852613127,-0.06009957643478082,2.568084117499256e-10,0.0,17.41370167337724,1.4599572537692952e-05,0.016586921620620042,-0.0033381019293513225,0.567307698695125,69.57186541112019,1.4035126282549844,1.8497570402678527,0.5079777245132533,0.4664189713063651,0.04155875320688818,28.365975264130302,1.75324306099401,-42.52631568777142,61.700373697073154,53.93460879718504,62022956.40643393,63.861311699618405,0.537737864783963,0.08380405135696695,0.8599933933559939,1.6387166996669993,-0.033855092112113926,-0.0666988374789959,0.00904983547028468,-0.3830514175665724,0.0346144975155221,0.0,0.7,0.65,0.38057131814526207,0.6135574171388601,10.0,0.8339226373731208,0.018895639841296497,1.2561223925088072,2.5709505944546684,2.6916914268140344,6.0,12.0,1.0,1.0,0.690927724039856,0.8772871119963934,0.05883840140228017,0.10845882749067005,0.0066232876155704725,0.04027950731644315,0.1201261651823505,0.9927586335250793,0.6774193548387097,0.0,0.0,0.06666666666666667,-55.593413170000005,-1.2567628147246583,-1.2782369399999993,9028.019625188737,2.6769310321389175,0.00834524722197267,-0.041894030540931264,0.005099993290548658,-0.9126892530484018,-0.04597019691757398,104.78442756646642,0.24201842745063828,-0.1657734532324504,0.0248268616135965,-0.014217406518890252,0.0,-0.4981781077632455,8.891300565935369,0.0024778609792521777,-0.007396721520825267,0.09517382970519614,13.789999961853027,-1.0299997329711914,-0.0679999589920044,0.724212895896373,0.7715966744293006,1.0,7.279311417852564e-06,0.9999926788163674,4.187047367395277e-08,0.999999999998259,0.0012536957092834644,0.00033743547661598444,1,0,1.0,profit_taking,2020-01-22,22.98425454,0.09552180727235737
2020-01-22,cl1s,-1,23.59997656,23.64858619,22.69664755,22.98425454,1530854.61141057,1194575.58243976,-0.028493936325032533,-0.026436322534434002,-0.10039708419128207,-0.06368677378336436,0.008077548446701907,-0.005287264506886838,-0.0031843386891682287,0.00013462580744502974,-1.0160227799058665,0.01481160346682706,0.016239904694456523,0.016818540018057635,0.016044517082679028,0.01628537145899419,0.9655953891966933,0.020911330102682448,0.021311267762718897,-1.0954048964097067,-0.5299755541951305,3.533447149332255,0.014577500885123235,0.24984893725480742,-0.1694169538817281,-0.3151287945531542,0.01980613275741604,0.021344105474231653,-0.044496142969471235,1175979.7619330003,387385.1170613641,1328082.305275603,582701.7766689941,0.3479864216205277,0.024230071381798914,1.2640832785250706,0.10183584583833052,3.0722571150984016e-10,0.0,17.376146103252406,3.059598571898703e-05,0.04141698998082877,-0.026089942014756104,0.3021276560430381,29.384577141264486,-1.7714683960039252,-0.8187590374824262,-0.18975572024170972,0.012455906673768113,-0.20221162691547784,18.1992808349205,-0.5419116386291523,-92.64540056652675,40.506522774408616,43.66377941221534,53814123.680267856,28.790638062807915,0.6320249584633062,0.12482109293772167,0.04562794358068961,1.2815050248088995,0.14198592861414477,-0.03682351897508575,0.028493936325032533,-0.2503937965609379,-0.0599677415542853,0.0,0.3,0.5,0.5591686590035305,0.4753949987943558,6.666666666666667,0.8947363303886559,0.16076786978046798,-0.00725608665369748,2.303701696057348,2.713846559885079,6.0,13.0,1.0,1.0,0.949131991470315,0.8881905523332444,0.05786927374289128,0.12435550515098946,0.004686470702230438,0.04872137491304823,0.3694836834473831,0.9292372181882051,0.6774193548387097,0.0,0.0,0.23333333333333334,-50.13400297,0.370272446212333,0.911873380000003,9267.246685697697,2.8291519505897615,0.006965555353014525,-0.03932782717614263,0.005105033951190936,-0.855429156325286,-0.06259281846281883,106.89665623549094,0.16702591039962555,-0.09000111735298985,-0.014719347398643765,-0.03849016362432156,1.0,-1.8866777461679498,4.187029216941695,0.001641827269395435,-0.0018438881186666478,0.07172052748892155,12.90999984741211,0.5199995040893555,-0.048999905586242676,0.7407247464721927,0.7936390177880007,0.0,0.4990129348574477,0.5009648065009351,2.2258640726411505e-05,0.9999999999991092,-0.010254654953555598,-0.0007116990234955859,1,0,1.0,profit_taking,2020-01-24,21.95129986,0.0449418395624851
2020-01-23,cl1s,-1,22.72905397,22.79386682,22.18624641,22.51841223,1737914.80693219,1183091.43882816,-0.020476100374941936,-0.0396772489560736,-0.07033508209620494,-0.08548562578131051,-0.020016624266705637,-0.007935449791214761,-0.004274281289065533,-0.0003336104044450935,-1.2919069937362175,0.016350660126954516,0.01664788155783395,0.01699679898316676,0.015476817343501995,0.016216732357865263,0.9794715801676321,0.021233255263187027,0.021802003588313214,-0.8649579733492773,-0.4607185433679509,2.6337732190355325,0.014041036428332375,0.15339423979146652,-0.23301683477524573,-0.31705511223675864,0.02008062269359446,0.021731222223051325,0.12685985875434252,1389664.323526714,328330.85338024853,1376152.5377101984,574401.370363482,0.629807461972223,-0.009660085129209479,0.044700858555745106,0.1148377199936776,3.299140488945537e-10,0.0,17.482529861631807,3.091895467721129e-05,0.02698327056960546,-0.009267510221851957,0.546666659864172,25.735482821579367,-1.9831833901900247,-1.3341087221997048,-0.28101033959919164,-0.04623734258082384,-0.2347729970183678,18.831234648560237,-1.0463355224970208,-92.48659234452728,25.411673714116347,38.52424471078225,52076208.87333567,28.2867332473341,0.6438808992873557,0.14155706214505984,-0.008675806631785382,1.4689606820699985,0.223425625863877,-0.002544903825976514,0.020476100374941936,-0.17096653669413134,-0.04504923322063198,0.0,0.3,0.45,0.6599538110811938,0.5793724073765568,6.666666666666667,0.8986649316082655,0.2034484074760634,-0.19075266178650807,2.521127473337187,2.7384553240974707,6.0,12.0,1.0,1.0,0.9787116696170469,0.8940351068625992,0.026319219895862517,0.10696943875767584,0.004344675335794696,0.023727760048594657,0.38541335945432564,0.9227440286201427,0.6774193548387097,0.0,0.0,0.24444444444444444,-48.94360055,0.7202181839525243,1.8234805400000056,8980.42362113659,2.4559613478534796,0.001120616201803765,-0.05627050966230756,0.005005056068783714,-1.03481418094335,-0.07693287614089983,107.48804522077708,0.19094786199618335,-0.10442974173727658,-0.02981519706000023,-0.050081995414970715,1.0,-2.492203478720745,2.424108216848892,0.0047198843089510945,0.00030712852414005454,0.063455691081223,12.979999542236328,0.5599994659423828,-0.04799997806549072,0.7316591048298475,0.7924331342018676,0.0,0.7927201114730749,0.20726067912033813,1.9209404778707526e-05,0.9999999999981918,-0.014205300589003045,-0.0003251728544733841,0,1,1.0,profit_taking,2020-01-24,21.95129986,0.025184385302462364
2020-01-24,cl1s,-1,22.55892026,22.66424113,21.81357256,21.95129986,1447108.246862,1203433.08615396,-0.025506938999163398,-0.07704305355224064,-0.09500288361123517,-0.12069419474292528,-0.030408133678737445,-0.015408610710448165,-0.006034709737146274,-0.0005068022279789578,-1.750043967853357,0.013295469031043332,0.01695102036769988,0.017201681990334956,0.015411448284302087,0.01649965818266399,0.9854280748373379,0.02170305272461977,0.02222796727756222,-0.6195936647598214,-0.45702947386048715,1.9414139095455527,0.013803054703640663,0.0359711313664968,-0.3872543148621969,-0.34132917635944343,0.0206712996988946,0.022102400993401824,-0.18311875513179146,1468592.8775266123,269096.98812859016,1423274.719372503,536555.0573583805,0.04441953749692829,0.017047501290425985,0.04025273968268977,0.13757658537442835,3.312531330647984e-10,0.0,17.273904167500852,3.7525056491459985e-05,0.03875253745451773,-0.026934817491127645,0.16190477097325712,9.99013915525579,-2.1479104667708167,-1.9288909703723627,-0.39454346018298736,-0.11589856610125655,-0.2786448940817308,19.88725075292796,-1.6355749557960109,-97.12687923132985,13.709066872254716,26.542421120260087,50629100.626473665,18.688350553090853,0.6586514471954017,0.16353901412385757,-0.05092741027632301,1.2024833482738946,0.26362283062328035,0.03372003912062549,0.025506938999163398,-0.12997553450244928,-0.029360755883808418,0.0,0.3,0.4,0.6055659901039611,0.6874041639035116,8.571428571428571,0.904020768474192,0.2034484074760634,-0.4798545549057174,2.5588718484453605,2.7527012069686934,6.0,12.0,1.0,1.0,0.9714921846109812,0.8971571681066248,0.01721796068246904,0.12517143596103264,0.0040266223631711005,0.01899182906319241,0.4012289854475009,0.9159777842484877,0.6774193548387097,0.0,0.0,0.25555555555555554,-47.80517730999999,1.0508241373310547,3.6542182000000025,8913.437118308213,2.353698834722308,-0.0076121338436831755,-0.08027734118136462,0.004907564563152128,-1.2073193547953502,-0.09127230087269478,106.24202682548142,0.22793046991989716,-0.13345843265493282,-0.0520847108577258,-0.058957588147325435,1.0,-2.680855094305476,0.680064084950837,0.005431163468498923,0.0020460052993360733,0.043647468752688205,14.5600004196167,2.2400007247924805,-0.12800002098083496,0.7613674427730799,0.8215854781717621,0.0,0.9685272037648873,0.03144683123977034,2.596499623857801e-05,1.0000000000008962,-0.015527115797926871,-0.003475327411774032,0,2,1.0,profit_taking,2020-01-30,21.1208853,0.03782985815401263
2020-01-27,cl1s,-1,21.75281052,21.75686133,21.1168345,21.52596557,1759848.73126346,1191299.68850756,-0.019566449522482363,-0.09746340102271729,-0.10580030573081381,-0.1495448545635803,-0.04512500006494137,-0.01949268020454349,-0.007477242728179029,-0.0007520833344156904,-2.109772617150607,0.009701782111803885,0.016805740530173082,0.017368769251892218,0.014230066450154627,0.01608200290521443,0.9675838446838829,0.022100704196601886,0.02282474763177028,-0.4237612569304114,-0.4230313638783321,1.8734062909301468,0.013314304865884379,0.07451772167596846,-0.3341269038455347,-0.3357571605441564,0.020989241217625357,0.022686658694842057,0.19566060457616194,1615247.267618102,133759.99774768288,1478563.2062233887,509407.23696232156,0.5521820355702496,-0.010133490971326273,0.05040677317932534,0.12335545222702586,3.286876853754542e-10,0.0,17.44999832255453,4.332698131074518e-05,0.029732781459614683,-0.010428305335139759,0.6392404987147192,7.452866410710868,-2.1208807790343847,-2.3075124648185827,-0.5129274899260388,-0.195304350866213,-0.31762313905982575,21.59553490389034,-2.014876900356503,-92.54822783240316,11.787712908302103,16.969484498224585,48869251.89521021,9.8198893664238,0.6712095838243016,0.18614331399426187,-0.04399444165703894,1.4772510630538052,0.2652904939103817,0.05643005696477658,0.019566449522482363,-0.09698449442017498,-0.015045462005460319,0.0,0.3,0.35,0.6533601571972137,0.7527288410069197,20.0,0.9006374529553073,0.28046476087161265,-0.570364262568976,2.521127473337187,2.7854035611398436,7.0,13.0,1.0,1.0,1.0116658622044914,0.9006395416858447,0.021777776279411312,0.12926276862406866,0.002513887403363179,0.02644835231768694,0.44794493940789115,0.8940611451454876,0.6774193548387097,0.0,0.0,0.28888888888888886,-46.948550090000005,1.2938196691271757,4.713452269999998,8703.47863548515,2.0876491588847323,-0.027408096366108428,-0.12988232050730908,0.0047310214298601485,-1.5220261034879228,-0.12502701881291978,106.9503254928658,0.2651687670789267,-0.14304221395572905,-0.09280367067908533,-0.09157441263078336,2.0,-3.0441594682008613,-0.8209413452520273,0.003579269298201737,0.003784231110124381,0.03883752215338631,18.229999542236328,6.129999160766602,-0.23099994659423828,0.7739217005142632,0.8436615286599556,0.0,0.996488614738505,0.0034845924131318208,2.6792847629281607e-05,0.9999999999992661,-0.03314383356558448,-0.021114354274513285,0,3,1.0,profit_taking,2020-01-31,20.88593874,0.029732781459614666
2020-01-28,cl1s,-1,21.37608587,21.89863942,21.33962865,21.66369286,1565030.55383512,1180247.55803698,0.006377811812430142,-0.08766561340919016,-0.0830286840770843,-0.14381534104366472,-0.030067206000249452,-0.017533122681838032,-0.007190767052183243,-0.0005011201000041582,-2.0157831929014898,0.013858657100486385,0.01699926025289596,0.01736106077611959,0.015266883787756732,0.01598468138284095,0.9791602294416657,0.022320347844334763,0.023099511303653793,-0.44035742254727256,-0.4655761523964587,1.6935500667840846,0.013314304865884379,0.099602895147163,-0.2877988296937962,-0.3398666202793044,0.02121496124934917,0.022915092197618833,-0.11732251019167537,1608151.390060668,135664.77081757932,1513401.3883100345,488884.8742578985,0.10560597851069924,-0.00932067493014946,0.012163321641539831,0.1367084657661633,3.366008290541541e-10,0.0,17.339053624175286,4.3014917396047114e-05,0.02580403874872868,0.01345461427078373,0.5797101368905672,10.502298809869288,-1.7344423696219555,-2.1013658530817865,-0.5888463904947976,-0.27401275879192993,-0.31483363170286766,22.847594803447954,-1.8032024045595452,-90.03971048528369,13.521046198318944,13.005941992958782,50434282.44904533,16.658417726330608,0.6631953828368513,0.20036913383416644,0.05512491895977029,1.326018887459612,0.20858860403366694,0.04654603295354304,0.006377811812430142,-0.1236735459395373,-0.023211239656629842,1.0,0.4,0.35,0.6704469408879377,0.6524393762081129,12.0,0.901369803184477,0.20750189976003952,-0.12903623056995883,2.6282129458410015,2.7812085699557825,6.0,13.0,1.0,1.0,0.9816611789617629,0.900275036583681,0.01719092496501979,0.1419670345379061,0.002116820048731715,0.010854994462682566,0.4632579225674917,0.88622350294858,0.6774193548387097,0.0,0.0,0.3,-47.093740970000006,1.2451724893517433,4.419054169999988,8621.438834433713,1.9746640902097488,-0.012665249720278212,-0.09980331722176367,0.004723608995669068,-1.5214424654895748,-0.11822821357471569,110.06198661588617,0.25993938388715665,-0.14464413894810207,-0.092504434656407,-0.07969970773463841,1.0,-2.5218406355393475,-1.9766252039389614,0.005011494766223201,0.01128562817807488,0.04205993377576056,16.280000686645508,3.4300003051757812,-0.12800002098083496,0.7714279177987715,0.829850695919157,0.0,0.9996318133089402,0.00034353242904710727,2.465426299781753e-05,1.0000000000009852,-0.006568802828568421,0.0129613038439782,0,4,1.0,profit_taking,2020-01-31,20.88593874,0.03590127154341505
2020-01-29,cl1s,-1,21.8621822,22.0242143,21.39228908,21.60293082,1542852.23349836,1173883.38730811,-0.002808727595438031,-0.06198040467959559,-0.08841672721402954,-0.14597577034658818,-0.016764270827865996,-0.012396080935919134,-0.007298788517329425,-0.00027940451379776835,-2.02692725349889,0.013536726819641829,0.016962322230164407,0.017242864398360286,0.014127759734321127,0.015271521411088026,0.9837299556666144,0.022502995216803837,0.023349630436409415,-0.42435984850961184,-0.5021552670645286,1.7243153580726303,0.013140684469619551,0.08853590679747822,-0.1613130304573292,-0.33638367843581135,0.021399990479128862,0.0230785369465644,-0.01427254394087565,1610550.914478226,134052.3399971626,1537847.1546916235,476774.68015276635,0.010497786512347505,-0.00540682432767315,-0.017473574067932457,0.1456045489410631,3.3958399674616e-10,0.0,17.321972352638973,4.170271848917547e-05,0.029251828155416895,-0.011858440188097896,0.3333333333333333,14.024582630292386,-1.5720792600946931,-2.131921436998708,-0.6464636247239426,-0.3485029319783325,-0.2979606927456101,23.711097916336612,-1.8198451653194632,-85.38558613011689,21.26846732781353,15.525742144811721,48891430.21554697,25.434496354718117,0.6609617997770761,0.2112047494156386,0.09677017784739356,1.3143147353301854,0.20815457146578656,0.03875822556410137,0.002808727595438031,-0.1533426374884473,-0.014987152765370803,0.0,0.3,0.35,0.6941016241471256,0.7301085163546948,12.0,0.9009448560709433,0.09185850095287007,-0.11150052651357001,2.6282129458410015,2.748506215784632,6.0,12.0,0.75,1.0,0.967858545247804,0.8953671157723635,0.02575600029446706,0.1516684732419039,0.0022173895469073755,0.0032686114100863306,0.4784338202547012,0.8781236129591848,0.6774193548387097,0.0,0.0,0.3111111111111111,-46.672638160000005,1.358498043621983,3.461364809999992,8795.480233211463,2.16530614684154,-0.010903949013099818,-0.09861966206890421,0.004676319594502569,-1.5931607333314002,-0.12800109673609272,109.89340846838532,0.2426770802230182,-0.12111632790259631,-0.10385193869481156,-0.07937987722236572,1.0,-2.2731833486261195,-2.8298389606866206,0.004705400379489966,0.012838465534579235,0.02040944793777897,16.389999389648438,3.479999542236328,-0.17500007152557373,0.7683342280266003,0.8262732727800054,0.0,0.9998871394046085,9.078152729860456e-05,2.207906932015235e-05,1.0000000000012272,-0.009934824441282908,0.0010496016836828066,0,5,1.0,profit_taking,2020-01-31,20.88593874,0.03318957441349624
2020-01-30,cl1s,-1,21.50571156,21.55027039,20.92644677,21.1208853,1777729.1380087,1159273.93720204,-0.022566616023524173,-0.06407092032817785,-0.10374816928425137,-0.15843964440539174,-0.07593580668197238,-0.012814184065635581,-0.007921982220269592,-0.0012655967780328754,-2.173086769067276,0.013876697289487393,0.017296431222037435,0.016783556263709896,0.013949281275156206,0.015254384985595044,1.030558181488419,0.022654346295902444,0.023523627643056662,-0.3200579398816065,-0.5891065278773657,1.3053885752265695,0.01315705647883364,0.03422747194980836,-0.11916676784165817,-0.41708251765716897,0.021587266527428654,0.02321856775871481,0.14170398158117314,1618513.780693528,144300.10443934685,1565723.4385912172,473512.7365670522,0.4477296660582256,-0.012523494146800577,-0.020336983085523487,0.14636622113695183,3.5290654378174503e-10,0.0,17.44110971819662,4.2847248709453814e-05,0.02953586514671348,-0.01789414216434327,0.3116883102310264,12.411433476961207,-1.6944477458492844,-2.481763068475806,-0.722691999294085,-0.423340745441483,-0.29935125385260203,25.01179417193859,-2.188009919338072,-94.11100647128164,20.591439323882728,18.46031761667193,47113701.077538274,25.829157342689534,0.6620705319358565,0.22699842096765305,0.06538332350689018,1.5334849520548435,0.19562552153490576,0.07759441841687761,0.022566616023524173,-0.1947477738706058,-0.03834797236393788,0.0,0.3,0.35,0.6928634573198655,0.732149248179161,12.0,0.9042894821085444,0.09185850095287007,-0.4998932477995268,2.660964047443681,2.7216788745440184,5.0,12.0,0.75,1.0,0.9617854875987658,0.8854138521769089,0.03540213173342799,0.14635254989043936,0.0017278768741139092,0.006752198348053712,0.49346814167723735,0.8697638720650646,0.6774193548387097,0.0,0.0,0.32222222222222224,-45.683253830000005,1.631251429983383,3.260346719999994,8768.473552452953,2.112153204181334,-0.00912918840477607,-0.09722298084906335,0.004583004662230299,-1.746278976564687,-0.13168395345753592,107.70350930469239,0.24789092209390312,-0.13303822383931607,-0.10270246788970437,-0.07699038940188485,1.0,-2.1224002120784196,-3.7237876457503254,0.001840870845088105,0.015237640037529587,0.060323484624546224,15.489999771118164,2.510000228881836,-0.1820000410079956,0.7554571694032605,0.8113465535668027,0.0,0.9999448076730222,2.5178238615437124e-05,3.0014088591951867e-05,1.0000000000002296,-0.011815812768522171,0.0014495877538503639,0,6,1.0,profit_taking,2020-02-05,20.55782373,0.026658994734467978
2020-01-31,cl1s,-1,21.43684791,21.61508323,20.64694138,20.88593874,2043809.73453336,1172204.70767443,-0.011186230585334226,-0.04975021191434867,-0.1267932654665893,-0.17158922656606274,-0.09315363280417202,-0.009950042382869746,-0.008579461328303149,-0.0015525605467362042,-2.318532393765043,0.011945486359844399,0.01715019417558176,0.016803856981463288,0.012617702393850997,0.014531093780427936,1.0206105773514096,0.02339572411214166,0.02428443320760602,-0.21206284343811746,-0.5390142152895919,1.4125948235917727,0.012754595680091714,0.04009834901512345,0.004127217648626648,-0.41492998378130397,0.022347909268440925,0.02383171245357755,0.13947879848336325,1737854.0782278,202222.85900179655,1607849.0038068925,476850.4994053536,0.9142503389849085,0.011092448208031595,-0.026292036167917993,0.17842757712055599,3.627135349498392e-10,0.0,17.56940228609465,3.888514971506408e-05,0.04635376278997927,-0.0256991686610329,0.24686192421079556,12.337078551312771,-1.6362990616668531,-2.538757337076703,-0.7929214542502443,-0.4972568872032353,-0.295664567047009,26.488665387811494,-2.267371973674805,-93.29545453334087,19.17575312427213,20.345219925322994,45069891.34300491,25.3950871617309,0.6839327689404381,0.24108919892819983,0.08029814629997213,1.7435604217868497,0.20578913280763184,0.0757135455898602,0.011186230585334226,-0.21673895836304818,-0.022905035498696498,0.0,0.2,0.3,0.5644205833576261,0.780216124032039,12.0,0.9015853356042132,0.09185850095287007,-0.48084619525779715,2.741446071165522,2.7258738657280794,6.0,14.0,0.5,1.0,0.9682744754823738,0.893709715573583,0.04147303981434156,0.15609828793177022,0.001601662476877653,-0.00802483647921251,0.5083564379375122,0.8611467540480452,0.6774193548387097,0.0,0.0,0.3333333333333333,-45.0162706,1.8053857777941495,2.788906709999992,8614.427843747037,1.9105569674872986,-0.024025358038390728,-0.09440721073374864,0.004574035928008779,-1.7440142460177537,-0.1391559723647292,107.49591253135682,0.24483848212801385,-0.12940762835801584,-0.11544064814524745,-0.06424050242221724,2.0,-1.8594352337859639,-4.403042779734832,-0.0047121485420023035,0.0055601556080908665,0.03681106178886484,18.84000015258789,4.279999732971191,-0.16100001335144043,0.7533217445486157,0.821153548827104,0.0,0.9999137210294531,2.0499436343921845e-05,6.577953348515566e-05,0.9999999999992822,-0.0027772288182592586,-0.01837149704538869,0,7,1.0,profit_taking,2020-02-10,20.07982901,0.038595810321714996
2020-02-05,cl1s,1,20.05552419,21.01556443,20.03932098,20.55782373,2192024.80295487,1091437.99947565,0.02271919168767421,-0.04958740632038528,-0.11156781099998082,-0.21196489519126294,-0.11971923043749336,-0.009917481264077077,-0.010598244759563157,-0.0019953205072915604,-2.686694926259099,0.01983076322387751,0.01661335686735067,0.017178031261886162,0.018466179958899667,0.016916268212022873,0.967128107643606,0.024680739594249542,0.025749211444290036,-0.29721169612029386,-0.45781124160374165,0.6997128951270534,0.012661001597383864,0.08794525401225148,-0.0005906527852267418,-0.3057654539844886,0.023325772073325254,0.025565987227633202,0.032726495151273724,2059531.0630320958,167092.73755585292,1661138.456405013,501647.58473180555,1.0582854631577325,-0.03536426196560755,-0.07282129474377474,0.21842489272341958,3.8903378812373695e-10,0.0,17.623577827478982,3.6287076977468094e-05,0.04748768463149002,0.0250454455960046,0.5311203368381101,19.254119713396918,-1.3631844241365672,-2.2553491550690774,-0.9784761207553672,-0.7179991527768742,-0.26047696797849296,31.41619073769023,-2.066788794071239,-86.23326955650336,16.08925968204257,12.628673956696147,42977824.50629623,31.55393224252506,0.7316480392063204,0.24157134135953492,0.15035057273575717,2.008382339636301,0.039076915721058425,0.10632402883155384,0.02271919168767421,-0.17355784042242772,-0.031054250384534327,1.0,0.2,0.25,0.5585193187740808,0.6513592689111126,20.0,0.9169592306714952,0.018895639841296497,-0.05942117174769379,2.8086949695628416,2.7380247982814225,5.0,14.0,0.5,0.75,0.8869518717616077,0.8875873603975233,0.038393868729644044,0.13939328477820614,0.0016578139892319784,-0.032310305295804226,0.580454927809098,0.8142923779467267,0.3655913978494624,0.0,0.0,0.3888888888888889,-44.176361480000004,1.9659197969987066,2.496276680000001,8387.969876003215,1.598844642294571,0.020071776180396298,0.036477265063275144,0.004753669651547941,-1.3745772397598126,-0.06790668521908183,108.26102289733946,0.2070822232503412,0.03343978759138674,-0.08163995052404348,0.00799458165187783,1.0,-0.9359563085650191,-6.404647842953924,0.002853347366793102,0.01321395192212016,-0.0012423406853880018,15.149999618530273,-1.239999771118164,0.05500006675720215,0.7636163667439829,0.834236137370649,0.0,0.9994478111086142,2.673844791922904e-06,0.0005495150448130393,0.9999999999982192,0.01270416839692956,0.008781428661933433,1,0,1.0,profit_taking,2020-02-14,21.09533843,0.026146478686633
