,mda
hmm_macro_prob_state_0,0.00012672098268389664
hmm_prob_state_0,0.00011510017480166334
hmm_macro_prob_state_1,5.412658692319105e-05
hmm_prob_state_2,0.0
hmm_macro_regime,0.0
hmm_regime,0.0
hmm_macro_prob_sum,0.0
hmm_prob_state_1,-0.0009223097123243071
